,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
181,和记电讯香港,00215,主板,2.40,-,-,-,和记电讯香港控股有限公司,-,48.19亿,HK,114.21亿,16.4984,0.99,48.19亿,0.96,电讯服务,0.11%,-,-
182,建业实业,00216,主板,9.19,-,-,-,建业实业有限公司,-,5.51亿,HK,19.57亿,6.3397,0.39,5.51亿,0.75,综合地产,0.08%,-,-
183,中国诚通发展集团,00217,主板,0.46,-,-,-,中国诚通发展集团有限公司,-,58.09亿,HK,22.65亿,35.5057,0.84,58.09亿,2.78,-,0.01%,-,-
184,申万宏源香港,00218,主板,2.62,-,-,-,申万宏源(香港)有限公司,-,7.96亿,HK,25.48亿,27.5782,1.22,7.96亿,5.43,证券及经纪业,0.65%,-,-
185,顺豪物业,00219,主板,10.00,-,-,-,顺豪物业投资有限公司,-,5.80亿,HK,17.22亿,4.4995,0.30,5.80亿,2.69,酒店,0.02%,-,-
186,统一企业中国,00220,主板,3.16,-,-,-,统一企业中国控股有限公司,-,43.19亿,HK,257.00亿,38.5983,1.88,43.19亿,1.08,-,0.05%,-,-
187,闽信集团,00222,主板,8.02,-,-,-,闽信集团有限公司,-,5.97亿,HK,34.64亿,13.0419,0.72,5.97亿,17.24,-,0.02%,-,-
188,易生活控股,00223,主板,0.06,-,-,-,易生活控股有限公司,-,48.92亿,HK,11.06亿,4.1337,4.10,48.92亿,22.16,煤炭开采及相关贸易,-,-,-
189,建生国际,00224,主板,4.66,-,-,-,建生国际集团有限公司,-,11.54亿,HK,18.46亿,4.988,0.34,11.54亿,5.83,-,0.01%,-,-
190,博富临置业,00225,主板,41.85,-,-,-,博富临置业有限公司,-,1.10亿,HK,19.06亿,7.257,0.41,1.10亿,10.49,地产投资,-,-,-
191,第一上海,00227,主板,1.91,-,-,-,第一上海投资有限公司,-,14.19亿,HK,15.75亿,-,0.58,14.19亿,3.47,证券及经纪业,0.61%,-,-
192,中能控股,00228,主板,0.19,-,-,-,中国能源开发控股有限公司,-,95.05亿,HK,7.60亿,-,0.42,95.05亿,385.00,-,0.10%,-,-
193,利民实业,00229,主板,1.19,-,-,-,利民实业有限公司,-,4.81亿,HK,5.34亿,10.4597,0.93,4.81亿,0.52,-,-,-,-
194,大陆航空科技控股,00232,主板,0.36,-,-,-,大陆航空科技控股有限公司,-,55.20亿,HK,23.73亿,-,1.20,55.20亿,17.70,纺织及成衣,0.05%,-,-
195,新世纪集团,00234,主板,0.25,-,-,-,新世纪集团香港有限公司,-,57.80亿,HK,7.80亿,-,0.54,57.80亿,4.14,酒店,0.05%,-,-
196,中策资本控股,00235,主板,0.17,-,-,-,中策资本控股有限公司,-,169.88亿,HK,24.46亿,-,0.84,169.88亿,9.01,投资控股及资产管理,0.04%,-,-
197,香港生力啤,00236,主板,1.57,-,-,-,香港生力啤酒厂有限公司,-,3.74亿,HK,4.56亿,52.6642,0.78,3.74亿,0.78,-,0.05%,-,-
198,安全货仓,00237,主板,30.47,-,-,-,安全货仓有限公司,-,1.35亿,HK,25.33亿,2.9371,0.62,1.35亿,19.27,地产投资,0.01%,-,-
199,白花油,00239,主板,2.03,-,-,-,白花油国际有限公司,-,3.12亿,HK,10.97亿,17.9247,1.73,3.12亿,5.98,制药,-,-,-
200,利基控股,00240,主板,0.44,-,-,-,利基控股有限公司,-,12.42亿,HK,7.45亿,4.9508,1.36,12.42亿,0.15,建筑,0.08%,-,-
201,阿里健康,00241,主板,0.16,-,-,-,阿里健康信息技术有限公司,-,81.93亿,HK,318.70亿,-,24.01,81.93亿,64.11,综合支援服务,0.27%,-,-
202,信德集团,00242,主板,8.42,-,-,-,信德集团有限公司,-,30.42亿,HK,83.67亿,-,0.33,30.42亿,2.04,综合企业,0.05%,-,-
203,QPL INT'L,00243,主板,0.33,-,-,-,品质国际集团有限公司,-,22.56亿,HK,14.89亿,-,1.97,22.56亿,4.65,半导体,0.42%,-,-
204,先施,00244,主板,0.31,-,-,-,先施有限公司,-,5.74亿,HK,2.30亿,-,1.30,5.74亿,0.62,-,0.09%,-,-
205,中薇金融,00245,主板,0.18,-,-,-,中薇金融控股有限公司,-,289.29亿,HK,159.11亿,415.1361,3.02,289.29亿,66.25,其他零售,0.04%,-,-
206,TST PROPERTIES,00247,主板,36.68,-,-,-,尖沙咀置业集团有限公司,-,17.45亿,HK,410.11亿,11.3223,0.64,17.45亿,1.83,综合地产,-,-,-
207,香港通讯国际控股,00248,主板,0.27,-,-,-,香港通讯国际控股有限公司,-,9.96亿,HK,2.59亿,-,0.98,9.96亿,1.36,综合科技,0.02%,-,-
208,爪哇控股,00251,主板,17.74,-,-,-,爪哇控股有限公司,-,6.79亿,HK,77.57亿,11.2162,0.64,6.79亿,13.08,综合地产,-,-,-
209,华信地产财务,00252,主板,5.37,-,-,-,华信地产财务有限公司,-,2.17亿,HK,7.61亿,20.4731,0.65,2.17亿,1.55,造纸、印刷及包装,-,-,-
210,顺豪控股,00253,主板,10.16,-,-,-,顺豪控股有限公司,-,3.04亿,HK,8.74亿,4.3785,0.28,3.04亿,1.33,酒店,0.01%,-,-
211,国家联合资源,00254,主板,0.14,-,-,-,国家联合资源控股有限公司,-,64.12亿,HK,9.10亿,-,0.99,64.12亿,2.13,广告,-,-,-
212,龙记集团,00255,主板,3.49,-,-,-,龙记集团控股有限公司,-,6.32亿,HK,22.80亿,11.8935,1.03,6.32亿,1.02,工业机械及设备,0.03%,-,-
213,冠城钟表珠宝,00256,主板,-,-,-,-,冠城钟表珠宝集团有限公司,-,-,HK,-,-,-,-,-,钟表珠宝,-,-,-
214,光大环境,00257,主板,3.88,-,-,-,中国光大环境(集团)有限公司,-,44.83亿,HK,444.24亿,16.0967,2.55,44.83亿,3.11,综合企业,0.08%,-,-
215,汤臣集团,00258,主板,6.65,-,-,-,汤臣集团有限公司,-,17.15亿,HK,60.71亿,6.596,0.53,17.15亿,1.38,中国房地产,0.15%,-,-
216,亿都(国际控股),00259,主板,1.54,本公司及其附属公司之主要业务为制造及销售液晶体显示器及液晶体显示器模组产品。,-,-,亿都(国际控股)有限公司,-,10.00亿,HK,28.89亿,14.3727,1.87,10.00亿,3.01,工业用品,0.01%,-,-
217,GBA集团,00261,主板,0.01,-,-,-,GBA集团有限公司,-,1342.79亿,HK,13.43亿,-,0.97,1342.79亿,1.75,电讯及网络器材,0.05%,-,-
218,迪臣发展国际,00262,主板,1.39,-,-,-,迪臣发展国际集团有限公司,-,9.78亿,HK,2.88亿,2.0459,0.21,9.78亿,0.22,建筑,-,-,-
219,中联发展控股,00264,主板,0.15,-,-,-,中联发展控股集团有限公司,-,3.48亿,HK,3.76亿,-,7.42,3.48亿,3.37,其他纺织及成衣,0.61%,-,-
220,港誉智慧城市服务,00265,主板,0.06,-,-,-,港誉智慧城市服务控股有限公司,-,127.48亿,HK,20.78亿,-,2.82,127.48亿,17.05,旅游,0.02%,-,-
221,天德地产,00266,主板,16.24,-,-,-,天德地产有限公司,-,4.75亿,HK,42.73亿,9.6792,0.55,4.75亿,6.18,地产投资,-,-,-
222,中信股份,00267,主板,16.87,-,-,-,中国中信股份有限公司,-,290.90亿,HK,3543.19亿,8.1768,0.72,290.90亿,0.88,综合企业,0.03%,-,-
223,金蝶国际,00268,主板,1.35,-,-,-,金蝶国际软件集团有限公司,-,29.11亿,HK,91.41亿,28.1303,2.32,29.11亿,3.79,软件及资讯科技顾问,0.23%,-,-
224,中国资源交通,00269,主板,-0.09,-,-,-,中国资源交通集团有限公司,-,74.42亿,HK,14.44亿,-,0.28,74.42亿,1.55,公路基建,0.58%,-,-
225,粤海投资,00270,主板,4.93,-,-,-,粤海投资有限公司,-,65.38亿,HK,733.54亿,16.8256,2.28,65.38亿,6.15,复合公用事业,0.07%,-,-
226,亚证地产,00271,主板,4.10,-,-,-,亚证地产有限公司,-,12.42亿,HK,26.34亿,42.6466,0.52,12.42亿,43.35,综合地产,0.17%,-,-
227,瑞安房地产,00272,主板,5.83,-,-,-,瑞安房地产有限公司,-,80.27亿,HK,141.27亿,11.232,0.30,80.27亿,0.67,中国房地产,0.16%,-,-
228,复兴亚洲,00274,主板,0.02,-,-,-,复兴亚洲丝路集团有限公司,-,175.45亿,HK,4.74亿,-,1.66,175.45亿,5.51,金属采矿及相关贸易,0.03%,-,-
229,蒙古能源,00276,主板,-2.07,-,-,-,蒙古能源有限公司,-,18.81亿,HK,5.08亿,-,0.25,18.81亿,1.55,煤炭开采及相关贸易,0.58%,-,-
230,太兴置业,00277,主板,12.12,-,-,-,太兴置业有限公司,-,3.08亿,HK,14.62亿,-,0.39,3.08亿,10.83,地产投资,-,-,-
231,裕承科金,00279,主板,0.23,-,-,-,裕承科金有限公司,-,143.24亿,HK,66.61亿,-,2.01,143.24亿,72.66,证券及经纪业,0.02%,-,-
232,景福集团,00280,主板,0.75,-,-,-,景福集团有限公司,-,9.14亿,HK,5.39亿,-,0.79,9.14亿,1.31,钟表珠宝,0.04%,-,-
233,比亚迪电子,00285,主板,5.83,-,-,-,比亚迪电子(国际)有限公司,-,22.53亿,HK,324.01亿,22.2488,2.47,22.53亿,0.74,综合科技,0.19%,-,-
234,爱帝宫,00286,主板,0.18,-,-,-,爱帝宫母婴健康股份有限公司,-,25.96亿,HK,16.36亿,38.855,3.53,25.96亿,2.95,消费信贷及贷款融资,0.17%,-,-
235,永发置业,00287,主板,19.26,-,-,-,永发置业有限公司,-,4000.00万,HK,4.72亿,126.7795,0.61,4000.00万,17.16,地产投资,-,-,-
236,万洲国际,00288,主板,3.36,-,-,-,万洲国际有限公司,-,146.51亿,HK,1044.62亿,12.8016,2.12,146.51亿,0.61,-,0.37%,-,-
237,WING ON CO,00289,主板,52.99,-,-,-,永安国际有限公司,-,2.94亿,HK,80.01亿,8.2272,0.51,2.94亿,4.60,百货公司,-,-,-
238,国富量子,00290,主板,0.03,-,-,-,国富量子创新有限公司,-,70.86亿,HK,14.53亿,-,6.45,70.86亿,15.38,证券及经纪业,0.19%,-,-
239,华润啤酒,00291,主板,6.07,-,-,-,华润啤酒(控股)有限公司,-,32.44亿,HK,646.89亿,90.7189,3.29,32.44亿,1.94,其他零售,0.05%,-,-
240,国泰航空,00293,主板,14.07,-,-,-,国泰航空有限公司,-,39.34亿,HK,469.70亿,-,0.85,39.34亿,0.52,航空服务,0.25%,-,-
241,长江制衣,00294,主板,5.66,-,-,-,长江制衣有限公司,-,2.07亿,HK,5.98亿,135.3956,0.51,2.07亿,0.84,-,-,-,-
242,江山控股,00295,主板,0.48,-,-,-,江山控股有限公司,-,149.64亿,HK,60.61亿,98.0004,0.85,149.64亿,7.91,家居耐用消费品,0.09%,-,-
243,英皇娱乐酒店,00296,主板,2.68,-,-,-,英皇娱乐酒店有限公司,-,13.03亿,HK,22.66亿,8.8455,0.65,13.03亿,1.41,-,0.13%,-,-
244,中化化肥,00297,主板,1.34,-,-,-,中化化肥控股有限公司,-,70.24亿,HK,69.54亿,-,0.74,70.24亿,0.41,化肥与农用药剂,0.07%,-,-
245,庄士中国,00298,主板,1.21,-,-,-,庄士中国投资有限公司,-,23.57亿,HK,13.91亿,16.3603,0.49,23.57亿,1.60,中国房地产,0.19%,-,-
246,宝新置地,00299,主板,0.04,-,-,-,宝新置地集团有限公司,-,340.52亿,HK,16.35亿,-,1.16,340.52亿,8.85,软件及资讯科技顾问,0.17%,-,-
247,美的集团,00300,主板,0.76,-,-,-,美的集团股份有限公司,-,1.41亿,HK,13.22亿,-,3.27,5.31亿,2.95,-,-,-,-
248,三和精化,00301,主板,-,-,-,-,三和精化集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
249,中手游,00302,主板,-,-,-,-,中手游科技集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
250,VTECH HOLDINGS,00303,主板,18.09,-,-,-,伟易达集团有限公司,-,2.51亿,HK,294.39亿,21.1339,6.48,2.51亿,1.82,电讯及网络器材,0.15%,-,-
251,五菱汽车,00305,主板,0.72,-,-,-,五菱汽车集团控股有限公司,-,18.36亿,HK,11.93亿,7.4912,0.91,18.36亿,0.06,汽车,0.05%,-,-
252,冠忠巴士集团,00306,主板,3.66,-,-,-,冠忠巴士集团有限公司,-,4.62亿,HK,19.71亿,6.9628,1.17,4.62亿,0.85,陆运,0.03%,-,-
253,香港中旅,00308,主板,2.69,-,-,-,香港中旅国际投资有限公司,-,54.47亿,HK,121.47亿,34.1927,0.83,54.47亿,2.78,综合旅游、酒店及食肆,0.07%,-,-
254,新华通讯频媒,00309,主板,0.10,-,-,-,新华通讯频媒控股有限公司,-,13.67亿,HK,10.39亿,-,7.89,13.67亿,2.44,环保产品及服务,3.87%,-,-
255,嘉进投资国际,00310,主板,0.26,-,-,-,嘉进投资国际有限公司,-,12.11亿,HK,1.08亿,-,0.34,12.11亿,14.83,投资控股及资产管理,0.27%,-,-
256,联泰控股,00311,主板,2.08,-,-,-,联泰控股有限公司,-,10.34亿,HK,18.30亿,12.7775,0.85,10.34亿,0.24,-,-,-,-
257,岁宝百货,00312,主板,0.60,-,-,-,岁宝百货控股(中国)有限公司,-,24.95亿,HK,11.23亿,16.6216,0.75,24.95亿,0.64,百货公司,-,-,-
258,裕田中国,00313,主板,0.01,-,-,-,裕田中国发展有限公司,-,131.87亿,HK,10.68亿,-,16.20,131.87亿,28.89,建筑,0.02%,-,-
259,思派健康,00314,主板,-,-,-,-,思派健康科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
260,数码通电讯,00315,主板,4.02,-,-,-,数码通电讯集团有限公司,-,11.09亿,HK,116.87亿,14.6056,2.62,11.09亿,1.06,电讯服务,0.11%,-,-
261,东方海外国际,00316,主板,56.01,-,-,-,东方海外(国际)有限公司,-,6.26亿,HK,306.95亿,-,0.88,6.26亿,0.74,海运,0.27%,-,-
262,中船防务,00317,主板,8.26,-,-,-,中船海洋与防务装备股份有限公司,-,5.92亿,HK,195.91亿,243.1419,1.68,14.14亿,1.05,工业机械及设备,0.18%,-,-
263,黄河实业,00318,主板,1.75,-,-,-,黄河实业有限公司,-,1.92亿,HK,2.36亿,28.51,0.70,1.92亿,17.79,食肆,-,-,-
264,金宝通,00320,主板,1.39,-,-,-,金宝通集团有限公司,-,8.36亿,HK,8.03亿,8.4734,0.69,8.36亿,0.24,电子消费品,0.11%,-,-
265,德永佳集团,00321,主板,4.26,-,-,-,德永佳集团有限公司,-,13.82亿,HK,61.07亿,5.7732,1.04,13.82亿,0.77,纺织及成衣,0.12%,-,-
266,康师傅控股,00322,主板,3.75,-,-,-,康师傅控股有限公司,-,56.05亿,HK,543.67亿,38.9798,2.59,56.05亿,0.82,包装食品与肉类,0.10%,-,-
267,马鞍山钢铁股份,00323,主板,3.02,-,-,-,马鞍山钢铁股份有限公司,-,17.33亿,HK,220.24亿,15.9942,0.95,77.01亿,0.28,金属采矿及相关贸易,0.32%,-,-
268,布鲁可,00325,主板,-,-,-,-,布鲁可集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
269,中国星集团,00326,主板,3.55,-,-,-,中国星集团有限公司,-,9.04亿,HK,2.98亿,-,0.09,9.04亿,0.24,赌场与赌博,0.03%,-,-
270,百富环球,00327,主板,3.11,-,-,-,百富环球科技有限公司,-,11.13亿,HK,51.87亿,8.5401,1.50,11.13亿,1.71,-,0.17%,-,-
271,ALCO HOLDINGS,00328,主板,3.20,-,-,-,爱高集团有限公司,-,5.79亿,HK,11.76亿,2.3242,0.63,5.79亿,0.62,电子消费品,-,-,-
272,东建国际,00329,主板,0.38,-,-,-,东建国际控股有限公司,-,10.60亿,HK,14.31亿,-,3.59,10.60亿,482.14,制药,-,-,-
273,思捷环球,00330,主板,5.80,-,-,-,思捷环球控股有限公司,-,19.44亿,HK,107.32亿,516.595,0.95,19.44亿,0.65,纺织及成衣,0.55%,-,-
274,丰盛生活服务,00331,主板,1.88,-,-,-,丰盛生活服务有限公司,-,4.50亿,HK,10.85亿,6.761,1.28,4.50亿,0.31,-,0.01%,-,-
275,元亨燃气,00332,主板,0.19,-,-,-,元亨燃气控股有限公司,-,65.18亿,HK,44.98亿,387.6778,3.69,65.18亿,0.44,石油/燃气加工及分销,0.11%,-,-
276,黛丽斯国际,00333,主板,-,-,-,-,黛丽斯国际有限公司,-,-,HK,-,-,-,-,-,纺织及成衣,-,-,-
277,华显光电,00334,主板,0.21,-,-,-,华显光电技术控股有限公司,-,20.32亿,HK,21.95亿,21.1766,5.27,20.32亿,0.52,工业用品,0.12%,-,-
278,美建集团,00335,主板,0.81,-,-,-,美建集团有限公司,-,26.82亿,HK,30.85亿,6.1067,1.41,26.82亿,7.99,-,-,-,-
279,华宝国际,00336,主板,3.45,-,-,-,华宝国际控股有限公司,-,31.08亿,HK,133.64亿,9.2794,1.24,31.08亿,3.41,饮品 (酒精类),0.02%,-,-
280,绿地香港,00337,主板,3.53,-,-,-,绿地香港控股有限公司,-,27.94亿,HK,83.53亿,6.7335,0.85,27.94亿,0.43,中国房地产,0.43%,-,-
281,上海石油化工股份,00338,主板,2.56,-,-,-,中国石化上海石油化工股份有限公司,-,34.95亿,HK,503.28亿,7.4059,1.82,108.00亿,0.57,综合化工产品,0.45%,-,-
282,中国科创产业投资,00339,主板,0.29,-,-,-,中国科创产业投资集团有限公司,-,1.16亿,HK,9976.00万,-,3.00,1.16亿,781.82,-,0.05%,-,-
283,潼关黄金,00340,主板,0.03,-,-,-,潼关黄金集团有限公司,-,237.23亿,HK,21.59亿,-,3.53,237.23亿,12.43,金属采矿及相关贸易,0.02%,-,-
284,大家乐集团,00341,主板,5.58,-,-,-,大家乐集团有限公司,-,5.85亿,HK,152.75亿,30.1671,4.68,5.85亿,2.00,食肆,0.10%,-,-
285,文化传信,00343,主板,0.25,-,-,-,文化传信集团有限公司,-,13.91亿,HK,8.76亿,-,2.50,13.91亿,25.10,出版,0.11%,-,-
286,VITASOY INT'L,00345,主板,2.25,-,-,-,维他奶国际集团有限公司,-,10.52亿,HK,167.97亿,31.9326,7.09,10.52亿,2.79,饮品 (非酒精类),0.04%,-,-
287,延长石油国际,00346,主板,0.12,-,-,-,延长石油国际有限公司,-,121.46亿,HK,22.83亿,-,1.61,121.46亿,0.11,-,0.01%,-,-
288,鞍钢股份,00347,主板,7.16,-,-,-,鞍钢股份有限公司,-,10.86亿,HK,382.72亿,21.2903,0.74,72.35亿,0.44,金属采矿及相关贸易,1.05%,-,-
289,中国智能健康,00348,主板,0.10,-,-,-,中国智能健康控股有限公司,-,62.81亿,HK,9.61亿,-,1.56,62.81亿,2.37,-,0.06%,-,-
290,亚洲能源物流,00351,主板,-0.03,-,-,-,亚洲能源物流集团有限公司,-,14.45亿,HK,2.95亿,-,6.75,14.45亿,267.50,铁路基建,0.01%,-,-
291,富阳,00352,主板,0.31,-,-,-,富阳(中国)控股有限公司,-,2.45亿,HK,2.67亿,-,3.53,2.45亿,8.00,物业管理及代理,-,-,-
292,能源国际投资,00353,主板,0.11,-,-,-,能源国际投资控股有限公司,-,30.50亿,HK,7.08亿,-,2.02,30.50亿,15.83,石油/燃气勘探,0.17%,-,-
293,中国软件国际,00354,主板,2.00,-,-,-,中软国际有限公司,-,24.02亿,HK,102.10亿,20.9263,2.12,24.02亿,1.31,软件及资讯科技顾问,0.56%,-,-
294,世纪城市国际,00355,主板,2.67,-,-,-,世纪城市国际控股有限公司,-,32.04亿,HK,21.47亿,15.7603,0.25,32.04亿,0.75,综合企业,0.07%,-,-
295,鼎立资本,00356,主板,0.09,-,-,-,鼎立资本有限公司,-,19.00亿,HK,1.56亿,30.643,0.94,19.00亿,2.24,投资控股及资产管理,0.03%,-,-
296,美兰空港,00357,主板,8.85,-,-,-,海南美兰国际空港股份有限公司,-,2.27亿,HK,30.00亿,6.8918,0.72,4.73亿,2.01,航空支援及其他服务,0.02%,-,-
297,江西铜业股份,00358,主板,15.04,-,-,-,江西铜业股份有限公司,-,13.87亿,HK,407.91亿,42.5635,0.78,34.63亿,0.18,金属采矿及相关贸易,0.28%,-,-
298,新焦点,00360,主板,0.09,-,-,-,新焦点汽车技术控股有限公司,-,45.77亿,HK,15.33亿,-,3.87,45.77亿,1.05,汽车,0.01%,-,-
299,汉成发展控股,00361,主板,0.07,-,-,-,汉成发展控股有限公司,-,52.01亿,HK,15.60亿,-,4.19,52.01亿,7.65,-,-,-,-
300,中国天化工,00362,主板,1.65,-,-,-,中国天化工集团有限公司,-,10.78亿,HK,8193.46万,-,0.05,10.78亿,1.10,综合化工产品,-,-,-
301,上海实业控股,00363,主板,33.96,-,-,-,上海实业控股有限公司,-,10.87亿,HK,262.56亿,8.9882,0.71,10.87亿,1.10,综合企业,0.06%,-,-
302,芯成科技,00365,主板,-0.13,-,-,-,芯成科技控股有限公司,-,14.55亿,HK,24.59亿,-,4.74,14.55亿,6.74,工业机械及设备,0.01%,-,-
303,陆氏集团(越南),00366,主板,4.49,"集团主要业务为制造及销售水泥,物业投资,物业发展,制造及销售中成药产品,销售电子产品,制造及销售夹板及其他木制产品。",-,-,陆氏集团(越南控股)有限公司,-,5.05亿,HK,13.39亿,11.9585,0.59,5.05亿,2.11,建筑材料,0.04%,-,-
304,庄士机构国际,00367,主板,5.38,-,-,-,庄士机构国际有限公司,-,16.77亿,HK,29.69亿,4.9382,0.33,16.77亿,1.90,中国房地产,0.04%,-,-
305,德合集团,00368,主板,3.47,-,-,-,德合集团控股有限公司,-,39.92亿,HK,66.27亿,-,0.48,39.92亿,0.94,海运,0.11%,-,-
306,永泰地产,00369,主板,18.06,-,-,-,永泰地产有限公司,-,13.46亿,HK,68.65亿,6.0351,0.28,13.46亿,5.98,-,-,-,-
307,港仔机器人,00370,主板,0.14,-,-,-,港仔机器人集团控股有限公司,-,72.65亿,HK,10.03亿,-,0.98,72.65亿,2.09,航空货运与物流,0.06%,-,-
308,北控水务集团,00371,主板,2.61,-,-,-,北控水务集团有限公司,-,87.52亿,HK,533.87亿,16.6793,2.34,87.52亿,2.88,水公用事业,0.12%,-,-
309,保德国际发展,00372,主板,2.14,-,-,-,保德国际发展企业有限公司,-,16.88亿,HK,12.83亿,2.866,0.36,16.88亿,61.16,投资控股及资产管理,0.47%,-,-
