,co_name,symbol,market,asset,co_site,amplitude,pe_s_d,co_intro,sc,prospectus,co_tel,exchange,co_addr,mv,equity,industry,turnover,oo,pb_MRQ
4864,Syndax,SNDX,US,21.39,-,4.19%,-3.29/-,-,1.86,-,-,NASDAQ,-,18.87亿,-2.85亿,生物科技,2.00%,113.73%,29.18
4865,SenesTech,SNES,US,1.57,-,2.01%,-1.95/-,-,2.01,-,-,NASDAQ,-,832.64万,-638.30万,化学制品,0.45%,15.94%,0.87
4866,StoneX,SNEX,US,106.14,-,2.94%,2.66/23.21,-,1.18,-,-,-,-,83.53亿,1.39亿,资本市场,0.68%,81.48%,3.31
4867,Security National,SNFCA,US,9.9,-,2.34%,1.3/8.01,-,0.51,-,-,NASDAQ,-,2.58亿,3215.23万,综合金融服务,0.17%,41.67%,0.628
4868,Soligenix,SNGX,US,1.39,-,3.65%,-2.14/-,-,1.46,-,-,-,-,1432.55万,-1108.04万,制药,0.62%,4.48%,2.71
4869,施乐辉,SNN,US,31.57,-,1.00%,0.72/21.57,-,-1.1,-,-,NYSE,-,134.80亿,6.25亿,医疗保健设备,0.30%,7.09%,2.55
4870,Sonoma制药,SNOA,US,1.14,-,16.11%,-1.56/-,-,-36.67,-,-,NASDAQ,-,198.52万,-259.40万,医疗保健设备,3.02%,5.45%,0.578
4871,Snowflake,SNOW,US,140.32,-,6.27%,-3.95/-,-,-4.15,-,-,NYSE,-,485.09亿,-13.32亿,信息技术服务,3.52%,75.53%,25.21
4872,新思科技,SNPS,US,500.82,-,7.24%,0.34/87.1,-,9.62,-,-,NASDAQ,-,959.38亿,6495.80万,软件,1.58%,86.79%,3.14
4873,Sensei,SNSE,US,31.79,-,4.51%,-16.72/-,-,-2.54,-,-,-,-,4260.75万,-2108.50万,生物科技,0.67%,4.83%,2.29
4874,Senstar,SNT,US,3,-,3.93%,0.14/14.42,-,-1.64,-,-,-,-,6999.50万,324.90万,软件,0.04%,6.54%,1.62
4875,叁腾科技,SNTG,US,1.91,-,4.64%,-0.34/-,-,-1.55,-,-,-,-,535.82万,-79.80万,消费信贷,2.29%,1.20%,0.569
4876,Senti Biosciences,SNTI,US,1.09,-,6.93%,-2.73/-,-,7.92,-,-,-,-,3394.75万,-6143.80万,生物科技,1.76%,18.11%,6.09
4877,SANUWAVE Health,SNWV,US,18.7,-,4.89%,1.38/13.6,-,-2.15,-,-,-,-,1.61亿,1181.30万,生物科技,0.66%,42.72%,99.47
4878,新聚思,SNX,US,227.71,-,2.54%,4.05/18.55,-,2.19,-,-,NYSE,-,183.06亿,3.27亿,专业服务,0.87%,90.36%,2.08
4879,赛诺菲-安万特,SNY,US,46.78,-,1.64%,1.54/13.2,赛诺菲·安万特(SNY)是世界第三大制药公司，在欧洲排名第一。集团在七大治疗领域居领先地位：心血管疾病、血栓形成、肿瘤学、糖尿病、中枢神经系统、内科学和疫苗。,-1.58,-,-,NYSE,-,1148.69亿,18.59亿,制药,0.12%,9.21%,1.36
4880,Synergy CHC,SNYR,US,0.4,-,4.75%,-1.27/-,-,0,-,-,-,-,459.36万,-1234.12万,制药,8.73%,15.68%,-
4881,南方电力,SO,US,93.49,http://www.southerncompany.com,1.13%,3.94/24.28,"南方公司是美国最大的电力厂商，并且是世界独立电力厂商的龙头之一,总部位于亚特兰大。其全资子公司包括阿拉巴马电力公司(Alabama Power)、佐治亚电力公司(Georgia Power)、海湾电力公司(Gulf Power)、密西西比电力公司(Mississippi Power)和萨凡纳电力公司(Savannah Power)。该公司还拥有南方通信服务公司(Southern LINC)、南方核能公司(Southern Nuclear)、南方公司服务公司(SCS)、南方能源(Energy Solutions)、南方电信(Southern Telecom)、南方电力(SPC)和其它一些直接或间接子公司。其服务范围包括乔治亚、阿拉巴马、密西西比州东南和佛罗里达州。透过公司的电力子公司，它供应电力给10个国家：阿根廷、巴哈马、巴西、智利、中国、英国、德国、菲律宾和美国部分地区等。",-0.45,-,(404) 506-5000,NYSE,-,1053.92亿,43.41亿,电力,0.27%,70.97%,2.93
4882,Volato Group,SOAR,US,0.229,-,7.52%,1.18/0.893,-,1.33,-,-,-,-,461.75万,517.30万,航空公司,12.22%,1.06%,-
4883,South Bow,SOBO,US,32,-,1.54%,2.08/15.41,-,0.44,-,-,-,-,66.74亿,4.33亿,石油与天然气,0.42%,63.87%,2.46
4884,SOBR,SOBR,US,0.54,-,5.12%,-6.12/-,-,-1.28,-,-,-,-,151.56万,-900.19万,电子设备与仪器,3.49%,2.01%,0.304
4885,Sable Offshore,SOC,US,13.58,-,4.84%,-4.18/-,-,-4.77,-,-,-,-,20.00亿,-4.10亿,石油与天然气,1.52%,87.30%,3.74
4886,Solarius Capital,SOCA,US,10.18,-,0.20%,0.19/114.3,-,0,-,-,-,-,2.39亿,208.85万,资本市场,0.08%,82.94%,-
4887,SoFi Technologies,SOFI,US,18.44,-,2.23%,0.42/48.86,-,0.66,-,-,-,-,235.16亿,4.81亿,消费信贷,3.29%,54.91%,2.24
4888,Sound集团,SOGP,US,14.45,-,5.06%,0.03/1.86,-,-1.1,-,-,-,-,6010.14万,3238.65万,娱乐,0.66%,0.01%,1.05
4889,搜狐,SOHU,US,15.72,http://www.sohu.com,3.96%,13.96/1.04,搜狐是一家立足于中国市场的互联网媒体、搜索、在线游戏及无线增值服务集团，旗下拥有由门户网站搜狐网、网络游戏公司畅游、社区网站chinaren、房地产网站焦点网、搜狗等品牌组成的互联网业务线。目前搜狐的收入主要由品牌广告、在线游戏、无线增值三部分组成。搜狐2000年7月12日在美国纳斯达克挂牌上市，发行价13美元。搜狐持股68%的畅游(CYOU)也是纳斯达克上市公司。,3.83,S1/F1,86-10-62726666,NASDAQ,北京市海淀区中关村东路1号院搜狐网络大厦,4.10亿,3.94亿,互动媒体与服务,0.18%,32.97%,0.321
4890,Solstice Advanced,SOLS,US,81.3,-,2.34%,1.49/54.47,-,0.31,-,-,-,-,129.10亿,2.37亿,化学制品,0.85%,82.19%,9.15
4891,Solventum,SOLV,US,68.52,-,1.85%,8.94/7.64,-,-0.64,-,-,-,-,118.82亿,15.56亿,医疗保健技术,0.41%,72.74%,2.35
4892,Sonoco Products,SON,US,48.45,-,2.99%,0.68/4.71,-,-1.5,-,-,NYSE,-,47.90亿,6760.10万,容器与包装,2.12%,85.50%,1.34
4893,DNA X,SONM,US,4.19,-,16.63%,-28.58/-,-,3.97,-,-,-,-,623.58万,-2065.70万,软件,1.54%,10.45%,-
4894,搜诺思,SONO,US,14.75,-,3.33%,0.78/-,-,2.29,-,-,-,-,17.83亿,9379.80万,耐用消费品,0.74%,95.24%,4.02
4895,索尼,SONY,US,20.28,-,1.51%,-0.44/-,-,-1.02,-,-,-,-,1198.07亿,-26.13亿,耐用消费品,0.13%,7.43%,2.3
4896,Society Pass,SOPA,US,0.438,-,14.84%,-1.06/-,-,-5.81,-,-,-,-,563.59万,-648.11万,多元化零售,5.36%,2.90%,0.405
4897,Sophia Genetics,SOPH,US,4.85,-,7.82%,-1.17/-,-,-0.41,-,-,-,-,3.48亿,-7899.90万,生命科学工具,0.10%,25.44%,7.37
4898,Source Capital,SOR,US,46.065,-,1.08%,7.23/6.37,-,-0.46,-,-,NYSE,-,3.79亿,5950.87万,资本市场,0.74%,18.62%,0.954
4899,AsiaStrategy,SORA,US,2.79,-,8.54%,-0.02/-,-,-0.71,-,-,-,-,6937.06万,-56.31万,经销商,0.61%,0.15%,7.77
4900,Soren Acquisition,SORN,US,9.9,-,0.00%,-0.01/-,-,0,-,-,-,-,3.44亿,-8.32万,资本市场,0.00%,-,-
4901,艾斯欧艾斯,SOS,US,1.18,-,8.94%,-0.01/-,-,-4.07,-,-,-,-,1062.70万,-1421.60万,专业服务,0.45%,3.76%,0.024
4902,Sono-Tek,SOTK,US,4.7,-,10.48%,0.08/46.84,-,8.29,-,-,-,-,7383.88万,124.86万,电子设备与仪器,0.48%,8.01%,3.86
4903,Soulpower,SOUL,US,10.32,-,0.10%,0.22/58.78,-,0.05,-,-,-,-,3.50亿,596.17万,资本市场,0.00%,97.65%,-
4904,SoundHound AI,SOUN,US,8.19,-,7.86%,-0.03/-,-,4.73,-,-,-,-,34.91亿,-1400.60万,软件,7.52%,45.57%,7.53
4905,Sow Good,SOWG,US,1.78,-,18.80%,-3.44/-,-,7.94,-,-,-,-,3569.51万,-4064.15万,食品与日用品零售,20.16%,0.10%,-
4906,Safe Pro Group,SPAI,US,4.36,-,5.75%,-0.85/-,-,0.23,-,-,-,-,9107.86万,-1432.28万,软件,0.64%,15.09%,5.14
4907,品谱控股,SPB,US,84.36,-,1.38%,1.21/18.67,-,0.04,-,-,NYSE,-,19.57亿,2840.00万,耐用消费品,0.71%,115.70%,1.03
4908,Supercom,SPCB,US,8.98,-,5.15%,1.32/13.94,-,0.5,-,-,NASDAQ,-,4205.79万,532.00万,电子设备与仪器,0.82%,9.94%,1.13
4909,维珍银河,SPCE,US,2.58,-,6.64%,-5.44/-,-,-4.8,-,-,-,-,2.44亿,-2.79亿,航空航天与国防,13.51%,17.92%,0.889
4910,Special Opportunitie,SPE,US,14.3,-,0.39%,1.84/7.77,-,0.35,-,-,NYSE,-,1.52亿,1954.18万,资本市场,0.15%,26.50%,0.877
4911,Silver Pegasus,SPEG,US,10.21,-,0.00%,0.0000/53105,-,-0.1,-,-,-,-,1.57亿,2948.00,资本市场,0.00%,87.62%,1.45
4912,South Plains,SPFI,US,43.22,-,2.02%,3.59/12.08,-,-0.89,-,-,-,-,7.06亿,5847.10万,商业银行,0.83%,42.84%,1.43
4913,西蒙地产,SPG,US,201.16,http://www.simon.com/,1.49%,14.17/14.13,"美国西蒙地产集团是北美最大的零售地产上市公司；总部位于美国印第安纳波利里斯。
   公司拥有、开发和管理的零售地产类型主要包括以下五大类：区域性购物中心、名品直销折扣购物中心、娱乐主题型购物中心、社区及时尚生活中心、以及在其他国家拥有的零售地产项目。
   西蒙地产是标准普尔500指数成分股之一。",-1.23,-,-,NYSE,-,653.46亿,46.24亿,零售房地产投资信托,0.33%,90.48%,12.65
4914,标普全球,SPGI,US,436.79,-,1.70%,14.67/29.61,-,-0.51,-,-,NYSE,-,1324.07亿,44.71亿,资本市场,0.59%,86.32%,4.25
4915,Suburban Propane,SPH,US,19.3,-,1.69%,0.69/9.63,-,-0.87,-,-,NYSE,-,12.80亿,4578.00万,燃气,0.10%,42.47%,2.04
4916,Springview,SPHL,US,2.31,-,13.57%,-0.02/-,-,-10.47,-,-,-,-,2832.52万,-39.95万,建筑与工程,0.31%,0.64%,6.45
4917,Sphere,SPHR,US,131.38,-,6.10%,0.93/139.6,-,2.75,-,-,-,-,46.64亿,3340.50万,娱乐,2.32%,114.60%,2.09
4918,Spire Global,SPIR,US,16.51,-,10.55%,1.66/11.27,-,-5.87,-,-,-,-,5.78亿,5130.50万,信息技术服务,6.32%,36.00%,5.12
4919,Spark I Acquisition,SPKL,US,11.39,-,0.00%,0.02/335.9,-,0,-,-,-,-,9862.36万,29.36万,资本市场,0.00%,27.70%,-
4920,Sound Point,SPMC,US,9.77,-,2.41%,-0.37/51.34,-,2.41,-,-,-,-,2.00亿,-756.20万,资本市场,0.08%,57.30%,0.578
4921,SiriusPoint,SPNT,US,23.76,-,3.00%,3.8/6.27,-,1.67,-,-,-,-,27.80亿,4.44亿,保险,0.45%,82.92%,1.22
4922,Spok Holdings,SPOK,US,11.37,-,1.41%,0.77/14.84,-,0,-,-,NASDAQ,-,2.36亿,1588.10万,无线电信业务,0.37%,52.81%,1.61
4923,Spotify Technology,SPOT,US,518,-,2.80%,12.64/41.08,-,0.4,-,-,-,-,1066.47亿,25.96亿,娱乐,1.04%,66.00%,10.91
4924,Simpple,SPPL,US,2.27,-,4.46%,-0.56/-,-,1.34,-,-,-,-,2221.46万,-325.47万,软件,25.02%,0.01%,8.32
4925,Spruce,SPRB,US,54.37,-,4.44%,-50.83/-,-,0.67,-,-,-,-,1.47亿,-3896.60万,制药,5.29%,25.13%,3.46
4926,SciSparc,SPRC,US,6.69,-,19.60%,17.92/-,-,1.67,-,-,-,-,378.32万,-932.80万,制药,30.71%,0.64%,-
4927,Spero Therapeutics,SPRO,US,2.74,-,2.86%,0.15/18.5,-,-2.14,-,-,-,-,1.59亿,857.20万,制药,0.82%,30.87%,2.69
4928,Spruce Power Holding,SPRU,US,3.57,-,10.82%,-1.42/-,-,-7.99,-,-,-,-,6541.94万,-2602.70万,独立电力生产商,0.74%,36.24%,0.551
4929,ARS Pharmaceuticals,SPRY,US,8.29,-,5.54%,-1.74/-,-,-0.12,-,-,-,-,8.23亿,-1.71亿,制药,3.29%,90.57%,7.2
4930,SPS Commerce,SPSC,US,54.65,http://www.spscommerce.com,3.24%,2.46/21.64,SPS Commerce 是按需供应链管理解决方案和Retail Universe社区的提供商，为客户提供集成、协作、连接、可见性以及数据分析等服务。利用软件即服务模式通过网络提供解决方案，改善零售供应链社区的供应商、零售商、分销商以及其他客户建立贸易伙伴关系和管理及执行订单的方式。公司的Retail Universe汇聚了数千名零售供应链成员的资料，帮助零售商、供应商和第三方物流商根据产品或集成要求寻找、联系和建立新业务伙伴关系。总部位于明尼阿波利斯市。,2.49,-,-,NASDAQ,-,20.20亿,9333.90万,软件,1.03%,104.66%,2.07
4931,Sprout Social,SPT,US,5.99,-,6.96%,-0.74/-,-,6.96,-,-,-,-,3.60亿,-4332.70万,软件,1.69%,93.47%,1.77
4932,Sportsman's,SPWH,US,1.5,http://www.sportsmanswarehouse.com,8.22%,-1.3/-,"Sportsman’s Warehouse is a high-growth outdoor sporting goods retailer focused on meeting the everyday needs of the seasoned outdoor veteran, the first-time participant and every enthusiast in between. Our mission is to provide a one-stop shopping experience that equips our customers with the right hunting, shooting, fishing and camping gear to maximize their enjoyment of the outdoors. We strive to accomplish this goal by tailoring our broad and deep merchandise assortment to meet local conditions and demand, offering everyday low prices, providing friendly support from our knowledgeable, highly trained staff and offering extensive in-store events and educational programming. These core strategies help position Sportsman’s Warehouse as the “local outdoor experts” and the preferred place to both shop and share outdoor-based experiences in the communities we serve. As a result, we are expanding our loyal customer base in existing markets and increasing our store footprint in new markets, which we believe will further drive our growth and profitability.",-1.32,S1/F1,-,NASDAQ,-,5843.00万,-5006.10万,休闲设备与用品,2.70%,66.81%,0.31
4933,SunPower,SPWR,US,0.976,http://us.sunpowercorp.com/,13.67%,-0.52/-,SunPower成立于1985年，公司总部位于加州的San Jose，于2005年在NASDAQ上市，是一家集开发、设计、生产和销售高效、高可靠性太阳能电池片、组件和系统为一体的光伏公司,-0.41,-,-,NASDAQ,-,1.24亿,-4535.40万,电子设备与仪器,3.91%,18.64%,-
4934,SPX Technologies,SPXC,US,222.82,-,2.21%,5.1/45.82,-,-0.51,-,-,NYSE,-,111.80亿,2.44亿,机械制造,0.58%,93.98%,5
4935,Nuveen动态覆盖基金,SPXX,US,17.49,-,1.21%,2.24/7.82,-,1.04,-,-,NYSE,-,3.14亿,4018.65万,资本市场,0.89%,30.93%,0.905
4936,Presidio Property,SQFT,US,3.445,-,4.91%,-8.65/-,-,-0.43,-,-,-,-,496.66万,-1057.13万,权益型REITs,1.36%,2.06%,0.295
4937,智利矿业化工,SQM,US,88.79,-,3.89%,2.06/43.12,-,3.91,-,-,NYSE,-,253.62亿,5.88亿,化学制品,0.85%,28.92%,4.46
4938,Sequans,SQNS,US,3.3,http://www.sequans.com,12.54%,-0.12/-,Sequans Communications S.A. Ame (SQNS)2003年成立于法国巴黎；是4G无线通讯技术设计、研发和产品供应商。,11.86,-,33 1 70 72 16 00,NYSE,"Batiment Citicenter 19 Le Parvis de La Defense Paris, 92073",5278.65万,-1.02亿,半导体产品与设备,1.40%,0.69%,0.413
4939,Spire,SR,US,90.87,-,1.57%,1.55/19.87,-,-0.48,-,-,NYSE,-,53.70亿,9120.00万,燃气,0.59%,90.31%,1.68
4940,Sportradar Group,SRAD,US,13.29,-,9.84%,0.4/127,-,3.02,-,-,-,-,149.52亿,1.18亿,软件,4.51%,90.40%,13.02
4941,SR Bancorp,SRBK,US,18.53,-,1.37%,0.2/36.12,-,-0.11,-,-,-,-,1.54亿,152.70万,商业银行,0.70%,32.56%,0.82
4942,1st Source,SRCE,US,73.11,-,5.30%,1.63/10.95,-,-1.07,-,-,NASDAQ,-,17.60亿,3995.60万,商业银行,1.18%,52.33%,1.38
4943,桑普拉能源,SRE,US,93.2,-,1.06%,2.75/33.9,-,-0.76,-,-,NYSE,-,608.91亿,17.96亿,独立电力生产商,0.42%,92.82%,1.75
4944,Surf Air,SRFM,US,1.13,-,4.82%,-3.15/-,-,-0.88,-,-,-,-,1.11亿,-1.11亿,航空公司,5.51%,7.89%,-
4945,Seritage Growth,SRG,US,2.62,-,2.71%,-1.3/-,-,1.55,-,-,NYSE,-,1.48亿,-7311.50万,房地产管理和开发Ⅲ,0.73%,41.46%,0.445
4946,石通瑞吉,SRI,US,6.52,-,6.40%,-3.7/-,-,-5.09,-,-,NYSE,-,1.84亿,-1.03亿,汽车零配件,0.81%,85.56%,1.02
4947,Scully Royalty,SRL,US,6.81,-,1.31%,-0.96/-,-,-0.87,-,-,-,-,1.04亿,-149.27万,贸易与经销,0.03%,40.15%,0.469
4948,Sarepta,SRPT,US,20.3,-,3.67%,-7.13/-,-,-0.59,-,-,NASDAQ,-,21.31亿,-7.13亿,制药,2.09%,89.29%,1.87
4949,Scholar Rock Holding,SRRK,US,46.48,-,2.19%,-3.29/-,-,-2.11,-,-,-,-,55.45亿,-3.78亿,制药,1.40%,107.28%,22.59
4950,Strata,SRTA,US,4.92,-,5.36%,0.5/10.29,-,3.36,-,-,-,-,4.25亿,4134.70万,航空货运与物流,1.23%,60.24%,1.52
4951,Sensus Healthcare,SRTS,US,3.94,-,4.07%,-0.47/-,-,0.25,-,-,NASDAQ,-,6486.05万,-771.90万,医疗保健设备,0.16%,26.94%,1.35
4952,Nxg Cushing Midstrea,SRV,US,44.91,-,2.53%,0.88/51.32,-,-0.38,-,-,NYSE,-,2.01亿,391.76万,资本市场,0.76%,17.95%,0.996
4953,SRx Health,SRXH,US,0.12,-,1.69%,-0.26/-,-,1.69,-,-,-,-,5791.50万,-861.40万,医疗保健服务,7.15%,0.23%,17.14
4954,Surrozen,SRZN,US,28.14,-,11.65%,-32.37/-,-,-8.14,-,-,-,-,3.23亿,-2.42亿,制药,2.14%,81.75%,-
4955,SPACSphere Acquisiti,SSAC,US,9.92,-,0.10%,-0.02/-,-,0,-,-,-,-,2.38亿,-11.02万,资本市场,1.57%,0.14%,-
4956,SouthState,SSB,US,94.86,-,2.77%,7.9/9.93,-,-3.29,-,-,NASDAQ,-,92.90亿,2.26亿,综合金融服务,2.05%,84.59%,1.03
4957,Summit State Bank,SSBI,US,13.83,-,0.73%,1.26/5.88,-,0.88,-,-,NASDAQ,-,9365.02万,843.60万,商业银行,0.01%,28.57%,1.11
4958,辛普森配件制造,SSD,US,181.57,-,2.13%,8.27/21.67,-,-2.03,-,-,NYSE,-,74.80亿,3.45亿,建筑产品,0.87%,103.32%,3.68
4959,STARRY SEA,SSEA,US,-,-,-,0.08/242.2,-,-,-,-,-,-,7765.68万,32.06万,资本市场,-,53.44%,1.32
4960,SS Innovations,SSII,US,4.36,-,4.47%,-0.06/-,-,-2.46,-,-,-,-,8.73亿,-1212.74万,医疗保健设备,0.08%,0.44%,22.83
4961,南非萨索尔,SSL,US,12.87,http://www.sasol.com,2.68%,0.02/21.85,南非萨索尔是目前世界上唯一进行大规模煤液化生产合成燃料的国际公司。萨索尔早在1955年在南非最大城市约翰内斯堡以南80公里的萨索尔堡兴建了第一座煤变油工厂。20世纪70年代石油危机后，又在约翰内斯堡东南120公里的塞康达相继建起了第二座和第三座工厂。萨索尔使用间接转化技术，先将煤气化，然后合成燃料油和化工产品。目前生产汽油、柴油、蜡、乙烯、丙烯、聚合物、氨、醇、醛、酮等113种化工产品。,-0.08,-,-,NYSE,-,83.46亿,1456.23万,石油与天然气,0.14%,3.60%,0.971
4962,Sono Group,SSM,US,6.89,-,6.00%,3.24/2.08,-,6,-,-,-,-,981.71万,471.20万,电子设备与仪器,0.07%,13.83%,-
4963,Ss&c Technologies,SSNC,US,67.29,-,4.20%,0.94/20,-,-3.95,-,-,-,-,161.99亿,2.26亿,专业服务,1.82%,87.48%,2.37
4964,EW史立普斯报业,SSP,US,4.75,-,4.42%,-1.87/-,-,-2.26,-,-,NYSE,-,4.34亿,-1.64亿,媒体,0.96%,68.39%,0.525
4965,SSR Mining,SSRM,US,30.55,-,3.90%,1.95/15.81,-,2.35,-,-,-,-,62.56亿,3.96亿,金属与采矿,0.83%,65.60%,1.78
4966,SuRo Capital,SSSS,US,13.04,-,2.97%,2.01/6.78,-,-0.69,-,-,-,-,3.31亿,4880.83万,资本市场,0.78%,21.27%,1.61
4967,System1,SST,US,3.9,-,31.07%,-8.32/-,-,1.83,-,-,NYSE,-,3859.96万,-6534.50万,软件,2.12%,5.74%,1.27
4968,SoundThinking,SSTI,US,6.71,-,4.50%,-0.74/-,-,0.75,-,-,PINK,-,8692.09万,-942.00万,软件,0.69%,58.96%,1.2
4969,Shutterstock,SSTK,US,17.48,http://www.shutterstock.com/,2.91%,1.29/13.66,"Shutterstock是一家商业图片交易商，成立于2003年，总部位于美国纽约。Shutterstock在全球100多个国家展开业务，提供10种语言服务。作为一个双边市场，Shutterstock的使命是将具有创造力的专业人士与最佳照片结合起来。Shutterstock公司拥有一个在线图书馆，里面存储着海量的照片和各种专业图片，订阅其服务的用户可以得到授权下载想要的图片。
通过贡献者收集图片，当这些图片被付费用户下载之后，Shutterstock与图片贡献者分享收入。
Shutterstock的口号是Make money with your photos!该公司2012年10月11日登陆纽交所上市，发行价17美元,IPO发行450万股普通股，融资约7650万美元；摩根士丹利和德银为其主承销商。",-2.13,S1/F1,-,NYSE,-,6.21亿,4549.60万,信息技术服务,0.73%,61.75%,1.07
4970,Stratasys,SSYS,US,8.62,http://www.stratasys.com/,3.07%,-1.28/-,"Stratasys Inc 位于美国明尼苏达洲，是FDM办公室型的直接数字制造系统与工程材料快速原型系统以及桌上型ABS立体打印系统的生产制造商。目前致力推动FDM直接数字制造(Direct Digital Manufature,DDM)技术应用于快速原型，夹具与治具，以及最终使用零件。",1.65,-,-,NASDAQ,-,7.42亿,-1.04亿,电脑与外围设备,0.76%,46.09%,0.881
4971,Sensata,ST,US,41.69,http://www.sprottresource.com/,1.77%,0.21/194.2,"Sensata, a global industrial technology company, is a leader in the development, manufacture and sale of sensors and controls. it produces a wide range of customized, innovative sensors and controls for mission-critical applications such as thermal circuit breakers in aircraft, pressure sensors in automotive systems, and bimetal current and temperature control devices in electric motors. IT believes that it is one of the largest suppliers of sensors and controls in each of the key applications in which we compete and that we have developed our strong market position due to our long-standing customer relationships, technical expertise, product performance and quality and competitive cost structure.It competes in growing global market segments driven by demand for products that are safe, energy-efficient and environmentally-friendly, as well as the proliferation of, and increasing use of sensors and controls in, electronic applications. In addition, our long-standing position in emerging markets, including our 14-year presence in China, further enhances our growth prospects",-0.41,-,31-546-879-555,NYSE,"Kolthofsingel 8, 7602 EM Almelo, the Netherlands, NL",60.78亿,3130.00万,电子设备与仪器,0.93%,107.87%,2.18
4972,Staar Surgical,STAA,US,25.67,-,4.17%,-1.62/-,-,3.34,-,-,NASDAQ,-,12.71亿,-8044.80万,医疗保健设备,1.27%,103.72%,3.69
4973,Stag Industrial,STAG,US,38.86,-,1.71%,1.46/27.18,-,-1.07,-,-,NYSE,-,74.29亿,2.73亿,工业房地产投资信托,0.59%,90.59%,2.07
4974,斯塔克,STAK,US,0.867,-,13.24%,-0.53/-,-,4.33,-,-,-,-,1665.54万,-571.27万,能源设备与服务,-,0.97%,1.29
4975,S&T Bancorp,STBA,US,43.22,-,3.47%,3.51/11.53,-,-0.74,-,-,NASDAQ,-,15.67亿,3507.20万,商业银行,0.54%,69.43%,1.1
4976,斯图尔特信息服务,STC,US,71.67,-,3.06%,4.12/16.85,-,1.03,-,-,NYSE,-,21.81亿,1696.40万,权益型REITs,0.60%,94.84%,1.33
4977,思泰瑞医疗,STE,US,221.8,-,1.88%,5.72/30.73,-,-0.77,-,-,NYSE,-,217.53亿,5.62亿,医疗保健设备,0.46%,95.48%,3.04
4978,Stellar,STEL,US,37.28,-,1.38%,1.99/18.45,-,-0.75,-,-,-,-,18.98亿,1.03亿,商业银行,0.44%,62.54%,1.14
4979,Stem,STEM,US,11.41,-,9.93%,16.52/0.706,-,1.15,-,-,NASDAQ,-,9720.15万,1.38亿,电气设备,1.29%,20.63%,-
4980,Stepstone Group,STEP,US,51.82,-,6.76%,-6.72/-,-,-5.64,-,-,-,-,61.75亿,-5.28亿,资本市场,1.86%,100.02%,-
4981,SRH Total Return,STEW,US,17.635,-,1.07%,1.81/9.77,-,-0.37,-,-,-,-,17.01亿,1.74亿,资本市场,0.15%,16.50%,0.763
4982,Streamex,STEX,US,1.02,-,14.49%,-9.65/-,-,13.71,-,-,-,-,9967.61万,-4.63亿,医疗保健设备,2.37%,19.38%,0.748
4983,星际时尚,STFS,US,4.01,-,0.50%,-1.83/-,-,-0.74,-,-,-,-,478.69万,-1826.33万,媒体,0.31%,1.46%,0.747
4984,尚德机构,STG,US,3.374,-,0.00%,7.76/0.864,-,-4.69,-,-,-,-,4518.80万,5228.45万,综合消费者服务,0.00%,0.38%,0.334
4985,Stagwell,STGW,US,6.85,-,5.53%,0.13/59.66,-,5.22,-,-,-,-,17.36亿,2910.10万,媒体,1.13%,36.81%,2.29
4986,Star Holdings,STHO,US,8.3,-,2.76%,-4.9/-,-,-0.48,-,-,-,-,1.00亿,-6424.90万,房地产管理和开发Ⅲ,0.25%,69.45%,0.398
4987,Solidion Technology,STI,US,4.08,https://www.suntrust.com,16.40%,-10.39/-,太阳信托银行（SunTrust Banks Inc.）是美国一家地区性银行。,9.68,-,-,NYSE,-,3160.24万,-4100.40万,电子设备与仪器,8.14%,3.83%,-
4988,Neuronetics,STIM,US,1.68,-,4.44%,-0.59/-,-,-0.59,-,-,PREIPO,-,1.17亿,-3899.80万,医疗保健设备,2.57%,60.30%,5.22
4989,Columbia Seligman Pr,STK,US,47.33,-,1.95%,8.72/5.43,-,1.48,-,-,NYSE,-,8.36亿,1.54亿,资本市场,0.32%,16.77%,1.25
4990,Sol Strategies,STKE,US,1.33,-,8.04%,-0.31/-,-,-6.99,-,-,-,-,4247.75万,-863.96万,软件,0.62%,5.59%,0.73
4991,Steakholder Foods,STKH,US,1.77,-,11.88%,-0.01/-,-,-2.21,-,-,-,-,244.37万,-384.40万,食品,-,0.00%,0.594
4992,SunOpta,STKL,US,6.49,-,0.31%,0.13/49.27,-,0.15,-,-,NASDAQ,-,7.68亿,1559.30万,食品,0.54%,84.73%,4.5
4993,The One,STKS,US,1.75,-,3.71%,-4.05/-,-,0,-,-,NASDAQ,-,5492.11万,-1.25亿,酒店餐饮与休闲,0.10%,38.78%,-
4994,Stellantis,STLA,US,8.06,-,2.90%,-9.09/-,-,-2.77,-,-,-,-,233.54亿,-262.51亿,汽车,0.83%,35.21%,0.372
4995,Steel Dynamics,STLD,US,226.79,-,3.29%,2.79/23.92,-,0.77,-,-,NASDAQ,-,328.22亿,4.03亿,金属与采矿,0.88%,82.46%,3.58
4996,意法半导体,STM,US,50.47,-,3.68%,0.19/305.2,-,1.53,-,-,-,-,448.57亿,3700.00万,半导体产品与设备,1.53%,10.01%,2.52
4997,斯坦泰克,STN,US,89.33,-,1.14%,3.06/29.14,-,0.04,-,-,NYSE,-,101.90亿,3.50亿,专业服务,0.16%,65.28%,4.31
4998,StoneCo,STNE,US,12.22,-,4.83%,1.59/7.02,-,1.66,-,-,-,-,29.72亿,4.24亿,专业服务,3.89%,68.88%,1.48
